anime_id;Name;Score;Genres;English name;Japanese name;sypnopsis;Type;Episodes;Aired;Premiered;Producers;Licensors;Studios;Source;Duration;Rating;Ranked;Popularity;Members;Favorites;Watching;Completed;On-Hold;Dropped
490;Paniponi Dash!;745;Comedy, Parody, School;Pani Poni Dash!;ぱにぽにだっしゅ！;"The 11-year-old Miyamoto Rebecca becomes the new teacher of a classroom which is full of weirdos. Despite her cute looks she's a little beast and can be pretty sarcastic and offensive. The school is not safe anymore now that she's in charge of a class and her students, Himeko, Ichijou, Rei and a white rabbit who took a liking to Rebecca help her to rough up the school and the neighbor with its teacher ""ojii-chan."" (Source: ANN)";TV;26;Jul 4, 2005 to Dec 26, 2005;2005;Square Enix, Starchild Records, GANSIS;ADV Films, Funimation;Shaft;Manga;24 min. per ep.;PG-13 - Teens 13 or older;17210;2165;53721;400;3156;21246;4288;4245
495;Bakuretsu Hunters;671;Adventure, Comedy, Ecchi, Fantasy, Magic, Shounen, Supernatural;Sorcerer Hunters;爆れつハンター;"In the continent of spooner, sorcerers, who are the continent's aristocrats, have begun to abuse their powers. Under the guidance of Big Momma (their boss) Carrot (who turns into a giant monster every time he's placed under a magic spell), Gateau (a bodybuilder), Marron (a mage), Chocolate and Tira (who can transform into dominatrix's at will) must stop the evil sorcerers from picking on the weak; however, none of them (except maybe Marron) have a clue to what's going on. (Source: ANN)";TV;26;Oct 3, 1995 to Mar 26, 1996;1995;Sotsu, Movic, TV Tokyo Music;ADV Films, Discotek Media;Xebec;Manga;25 min. per ep.;R - 17+ (violence & profanity);48420;3923;17085;43;986;7167;955;1136
508;Tottoko Hamtarou;697;Adventure, Comedy, Kids;Hamtaro;とっとこハム太郎;He's small, fluffy, and absolutely adorable: Hamtarou is one perfect little hamster! After moving to a new house with his owner, 5th grader HirokoHaruna, Hamtarou discovers other hamsters and quickly makes friends. The group of hamster explorers call themselves the Ham-Hams, and there's nowhere they won't go. The Ham-Hams go on crazy adventures all around the city while their owners are away, visiting everything from plays to magical lands of candy. Meanwhile, the humans face their own dramas.. Hamtarou meets a huge cast of different personalities, gets himself into—and out of—some pretty tight spots, and even helps Hiroko and her friends out more than once. Through it all, he never stops being unbearably cute. It's Hamtarou time!;TV;296;Jul 7, 2000 to Mar 31, 2006;2000;TV Tokyo, Shogakukan-Shueisha Productions, Half H.P Studio;VIZ Media;TMS Entertainment;Manga;25 min. per ep.;G - All Ages;37580;2359;46407;239;1810;24527;3994;9812
509;I My Me! Strawberry Eggs;681;Comedy, Drama, Romance, School, Slice of Life;I My Me! Strawberry Eggs;あぃまぃみぃ！ストロベリー・エッグ;mawa Hibiki is a young man just out of college, with an education to be an athletics teacher. He's been having a hard time finding a job since he graduated, so all his money has gone towards living expenses. When his landlady demands his first payment to live in her living establishment upfront, he heads to the local middle school to get hired as a teacher. However, the principal refuses to hire him without hesitation. She will not hire men as teachers and makes it clear that she hates all men, saying they put no love into their passions and work. Amawa does not give up and with the help of his landlady, he crossdresses as a woman without a second thought, and gets hired, so he can earn money and also prove the principal wrong. Now, he has to keep his real gender a secret, and avoid strange situations, including the affections of his students (from both genders). (Source: ANN);TV;13;Jul 4, 2001 to Sep 26, 2001;2001;Pioneer LDC, Toshiba Digital Frontiers;Geneon Entertainment USA;TNK;Original;25 min. per ep.;PG-13 - Teens 13 or older;44160;2808;33300;102;914;23157;944;1430
511;Kidou Shinsengumi Moeyo Ken TV;619;Adventure, Comedy, Historical, Fantasy;Moeyo Ken TV;機動新撰組 萌えよ剣 TV;Set in an alternate version of the Meiji Era, a boy named Sakamoto Ryunosuke returns to Kyoto from Shanghai with his monster (youkai) Nekomaru. The law states that in order to live freely with humans, a youkai must be liscensed. The Kidou Shinsengumi Co. Ltd. is responsible for the capture of unliscensed youkais but must fight with the Tsubamegumi, who resents the new law. It turns out that Ryunosuke is the son of the owner of the Shinsengumis.;TV;13;Jul 2, 2005 to Sep 24, 2005;2005;Picture Magic;ADV Films, Funimation;Trinet Entertainment;Game;25 min. per ep.;PG-13 - Teens 13 or older;74080;6523;4887;2;242;2134;228;334
516;Keroro Gunsou;77;Comedy, Mecha, Parody, Sci-Fi, Shounen;Sgt. Frog;ケロロ軍曹;Unsuspecting inhabitants of the planet Earth are going about their business, enjoying a bright and particularly beautiful sunny day, when a young Japanese boy spots a shiny object falling from the sky... Has an alien invasion finally begun? Elsewhere in Japan, Keroro , frog sergeant and leader of the Space Invasion Army Special Tactics Platoon of the 58th Planet in the Gamma Planetary System, has discovered the perfect hideout. He infiltrates the home of the Hinata family in an attempt to establish a headquarters that he and his troops could use to prepare for world domination... but earthlings Fuyuki and Natsumi Hinata are too much for him to handle! Natsumi instinctively calls them out of hiding, leaving the hapless sergeant no option but to reveal his secret identity. The two siblings soon welcome the sergeant to their home, all thanks to Fuyuki’s generos—err... curiosity. The Sergeant has successfully infiltrated his first target area! Or has he? Join Keroro Gunsou in his dastardly attempt to take over the world!;TV;358;Apr 3, 2004 to Apr 4, 2011;2004;TV Tokyo, Nihon Ad Systems, Rakuonsha;ADV Films, Funimation;Sunrise;Manga;23 min. per ep.;PG-13 - Teens 13 or older;10300;2012;59646;1061;7200;20350;10231;8722
521;Mermaid Melody Pichi Pichi Pitch;704;Adventure, Music, Comedy, Magic, Romance, Shoujo;Mermaid Melody:Pichi Pichi Pitch;マーメイドメロディー ぴちぴちピッチ;s the mermaid princess of the North Pacific (one of the seven mermaid kingdoms), Lucia entrusts a magical pearl to a boy who falls overboard a ship one night. Lucia must travel to the human world to reclaim her pearl and protect the mermaid kingdoms. Using the power of music Lucia is able to protect herself and the mermaid kingdoms from a growing evil force.;TV;52;Apr 5, 2003 to Mar 27, 2004;2003;Synergy Japan;ADV Films;Actas, SynergySP;Manga;24 min. per ep.;PG - Children;34990;2024;59222;850;2294;42456;2485;3990
525;Otogizoushi;698;Adventure, Drama, Fantasy, Historical;Otogi Zoshi:The Legend of Magatama;お伽草子;"The year is 972 A.D. in Kyoto, the capital of ancient Japan. Kyoto is becoming a corrupt and run-down city; selfish samurai and onmyoji, who care only about gaining political power are everywhere. To make matters worse the city is suffering from famine and widespread disease. Unable to ignore the condition of the city any longer, the Imperial Court decides to send Minamoto no Raiko, a famous samurai well-known for his archery skills, to recover a legendary gem said to hold mysterious power to save the world. However Raiko also falls ill to disease. Instead his youngest sister, Hikaru, decides secretely to make the journey in his place. Hikaru meets many people, and has many adventures while on her trip for the legendary gem. (Source: ANN)";TV;26;Jul 7, 2004 to Mar 30, 2005;2004;VAP, Nippon Television Network;Media Blasters;Production I.G;Original;23 min. per ep.;PG-13 - Teens 13 or older;37110;4143;15131;45;801;4203;876;940
527;Pokemon;734;Action, Adventure, Comedy, Kids, Fantasy;Pokémon;ポケットモンスター;"Pokemon are peculiar creatures with a vast array of different abilities and appearances; many people, known as Pokemon trainers, capture and train them, often with the intent of battling others. Young Satoshi has not only dreamed of becoming a Pokemon trainer but also a ""Pokemon Master,"" and on the arrival of his 10th birthday, he finally has a chance to make that dream a reality. Unfortunately for him, all three Pokemon available to beginning trainers have already been claimed and only Pikachu, a rebellious Electric type Pokemon, remains. However, this chance encounter would mark the start of a lifelong friendship and an epic adventure! Setting off on a journey to become the very best, Satoshi and Pikachu travel across beautiful, sprawling regions with their friends Kasumi, a Water type trainer, and Takeshi, a Rock type trainer. But danger lurks around every corner. The infamous Team Rocket is always nearby, seeking to steal powerful Pokemon through nefarious schemes. It'll be up to Satoshi and his friends to thwart their efforts as he also strives to earn the eight Pokemon Gym Badges he'll need to challenge the Pokemon League, and eventually claim the title of Pokemon Master.";TV;276;Apr 1, 1997 to Nov 14, 2002;1997;TV Tokyo, TV Tokyo Music, Studio Jack;VIZ Media, 4Kids Entertainment;OLM;Game;24 min. per ep.;PG - Children;21440;277;464779;4940;30707;339007;28608;47875
529;Saishuu Heiki Kanojo;718;Drama, Military, Romance, School, Sci-Fi;She, The Ultimate Weapon;最終兵器彼女;"Chise is an ordinary schoolgirl: small, frail, and not particularly intelligent. Her greatest joy is her budding romance with her classmate and childhood friend, Shuuji. They both live in a small military town in Hokkaido, where high schoolers have few concerns other than who is dating whom and complaining about the steep climb up ""Hell Hill"" every day before school. One day, Shuuji and his friends make a trip to Sapporo to buy gifts for their girlfriends. A massive air raid on Sapporo that day kills thousands, including one of Shuuji's friends, and signals the beginning of a war. Fleeing from the carnage, Shuuji spots Chise, though now she has steel wings and a massive gun where her right arm should be. Against her will, she has been transformed into the ultimate cyborg weapon, capable of leveling entire cities. As the war rages closer and closer to their hometown, Chise and Shuuji's relationship is strained by her transformation, and they are left to wonder whether she is even still human.";TV;13;Jul 2, 2002 to Sep 24, 2002;2002;Toei Video, Toshiba EMI, Tohokushinsha Film Corporation;VIZ Media, Sentai Filmworks;Gonzo;Manga;24 min. per ep.;R - 17+ (violence & profanity);28660;1616;83111;563;3027;40458;3172;3764
530;Bishoujo Senshi Sailor Moon;768;Demons, Magic, Romance, Shoujo;Sailor Moon;美少女戦士セーラームーン;Usagi Tsukino is an average student and crybaby klutz who constantly scores low on her tests. Unexpectedly, her humdrum life is turned upside down when she saves a cat with a crescent moon on its head from danger. The cat, named Luna, later reveals that their meeting was not an accident: Usagi is destined to become Sailor Moon, a planetary guardian with the power to protect the Earth. Given a special brooch that allows her to transform, she must use her new powers to save the city from evil energy-stealing monsters sent by the malevolent Queen Beryl of the Dark Kingdom. But getting accustomed to her powers and fighting villains are not the only things she has to worry about. She must find the lost princess of the Moon Kingdom, the other Sailor Guardians, and the Legendary Silver Crystal in order to save the planet from destruction.;TV;46;Mar 7, 1992 to Feb 27, 1993;1992;TV Asahi;ADV Films, VIZ Media, DiC Entertainment;Toei Animation;Manga;24 min. per ep.;PG-13 - Teens 13 or older;10700;514;278409;9310;22531;178544;17108;13393
532;Bishoujo Senshi Sailor Moon S;785;Drama, Magic, Romance, Shoujo;Sailor Moon S;美少女戦士セーラームーン S;The Sailor Guardians and their leader, Sailor Moon, continue their duty of protecting Earth from any who would dare cause it harm. However, Sailor Mars' apocalyptic visions and the appearance of two new guardians—Sailor Neptune and Sailor Uranus—signal that a new battle will soon begin. These newcomers seek three Talismans that are inside the Pure Heart Crystals within human beings. Once brought together, these objects form The Holy Grail, a magical relic with extraordinary abilities. They want to use the Grail to save the world, but an evil organization known as the Death Busters seeks its power for their own desires. The removal of a Talisman from a person's Heart Crystal will cause their death, something that Uranus and Neptune see as a necessary sacrifice to form the Grail, while Sailor Moon and her group deem it unforgivable. But can any sacrifice be worth the cost if it saves the lives of the entire human race?;TV;38;Mar 19, 1994 to Feb 25, 1995;1994;TV Asahi;VIZ Media, Geneon Entertainment USA;Toei Animation;Manga;24 min. per ep.;PG-13 - Teens 13 or older;7360;1274;112366;1428;3727;88683;2553;1650
534;Slayers;776;Adventure, Comedy, Demons, Magic, Fantasy;Slayers;スレイヤーズ;Powerful, avaricious sorceress Lina Inverse travels around the world, stealing treasures from bandits who cross her path. Her latest victims, a band of thieves, wait in ambush in a forest, thirsting for revenge. When Lina is about to effortlessly pummel her would-be attackers, the swordsman Gourry Gabriev suddenly announces his presence. Assuming Lina to be a damsel in distress, the foolish yet magnanimous man confronts the brigands in order to rescue her. After defeating them posthaste, the oblivious cavalier decides to escort Lina to Atlas City. Though not very keen on this idea, she ends up accepting his offer. However, without realizing it, Lina has chanced upon a mighty magical item among her most recent spoils. Now two mysterious men are hunting the young magician and her self-proclaimed guardian to obtain this powerful object for apparently nefarious purposes. This way they begin their adventure, one where the fate of the world itself may be at stake.;TV;26;Apr 7, 1995 to Sep 29, 1995;1995;J.C.Staff, TV Tokyo, SoftX, TV Tokyo Music;Funimation, Central Park Media, Enoki Films;E&G Films;Light novel;22 min. per ep.;PG-13 - Teens 13 or older;9050;1241;116837;1948;5370;68326;5498;4375
535;Slayers Next;804;Adventure, Comedy, Demons, Magic, Fantasy;Slayers Next;スレイヤーズNEXT;In the kingdom of Xoana, Lina Inverse and Gourry Gabriev unexpectedly come across their old companions, Zelgadis Graywords and Princess Ameilia Wil Tesla Saillune. Upon their reunion, the friends end up easily foiling the King of Xoana and his daughter's dastardly plans of world conquest. Soon after, it is revealed that Zelgadis is in search of the world's most valuable magical tome, the Claire Bible, hoping to discover a method to recover his human body among the many secrets sheltered within it. Despite his protests, the rest of the group decides to join in the quest after hearing of his mission. However, just when they were wondering where to start looking for the legendary book, they stumble upon a mysterious priest by the name of Xellos, who claims that he may be of some help in their pursuit.;TV;26;Apr 5, 1996 to Sep 27, 1996;1996;J.C.Staff, TV Tokyo, SoftX;Funimation, Central Park Media, Enoki Films;E&G Films;Light novel;24 min. per ep.;PG-13 - Teens 13 or older;4940;2018;59438;833;1653;45116;1339;881
538;Shin Tenchi Muyou!;687;Comedy, Harem, Romance, Sci-Fi, Shounen;Tenchi in Tokyo;新・天地無用!;Tenchi Masaki heads out to tackle the big world, setting off to school in Tokyo! But not everyone is happy to hear he is moving away, as his female friends sulk and complain at the prospect of him being alone. However, Tenchi is not by himself for very long, as he soon meets a kind and compassionate girl named Sakuya Kumashiro who helps him get used to life in Tokyo. The two become close friends, but Sakuya wants more than just that, so she proclaims her love for Tenchi. This confession comes as a shock not only to Tenchi, but also the girls back home. In response, the girls decide to step up their game, and they immediately flock to Tokyo to take Tenchi for themselves. With the girls competing for his love, Tenchi must decide once and for all who the most important woman in his life is. However, he is going to have a hard time deciding, as strange events start happening that drive Tenchi further apart from his friends.;TV;26;Apr 1, 1997 to Sep 23, 1997;1997;Pioneer LDC;Funimation, Geneon Entertainment USA;AIC;Original;23 min. per ep.;PG-13 - Teens 13 or older;41510;2912;31185;105;917;21544;951;1245
552;Digimon Adventure;779;Action, Adventure, Comedy, Fantasy, Kids;Digimon:Digital Monsters;デジモンアドベンチャー;"hen a group of seven children go to summer camp, the last thing that they expect is snow falling in July. In the confusion that follows this phenomenon, they each receive an odd device that transports them to another world. As soon as they wake up in this new world, they encounter strange creatures who call themselves ""Digimon."" The Digimon tell them that they've landed in the ""Digital World,"" far from home. With only the Digimon and the ""Digivices"" as protection, the seven children set off to find their way home and learn the reason why they were brought here. Led by the impulsive Taichi Yagami and his hungry Digimon partner Agumon, this group will have to fight unknown evils as they discover more about this outlandish Digital World.";TV;54;Mar 7, 1999 to Mar 26, 2000;1999;Yomiko Advertising, Fuji TV;Saban Entertainment, Flatiron Film Company;Toei Animation;Other;24 min. per ep.;PG - Children;8390;419;325137;4907;8591;283580;7158;8276
553;Yami no Matsuei;707;Comedy, Drama, Fantasy, Horror, Magic, Shoujo, Shounen Ai, Vampire;Descendants of Darkness;闇の末裔;"Even after death, life is full of paperwork and criminals. Tsuzuki Asato is a 26 year old, happy-go-lucky, and dorky shinigami (god of death) whose job is to makes sure that those who are dead remain dead and stay in their proper realms. Even though he's had this job for over 70 years, he is in the worst division with horrible pay. He also has a knack for not keeping partners (since shinigami work in pairs), but now he seems to have one that will stick around; stubborn, smart-mouthed, serious and defensive 16 year old, Kurosaki Hisoka. With each case they investigate, they come closer to the conspiracies of the serial killer Dr. Muraki Kazutaka. Tsuzuki's relationship with Hisoka is growing stronger and closer...but there is a dark past to how Tsuzuki died that will not give him peace. (Source: ANN)";TV;13;Oct 2, 2000 to Dec 18, 2000;2000;Starchild Records, Movic;Central Park Media, Discotek Media;J.C.Staff;Manga;23 min. per ep.;R - 17+ (violence & profanity);33470;2313;47815;446;1885;28199;1714;2166
554;Koutetsu Tenshi Kurumi;679;Adventure, Comedy, Drama, Historical, Mecha, Military, Romance, Shounen;Steel Angel Kurumi;鋼鉄天使くるみ;"During Japan's Taisho Era (1912-1926), a scientist named Ayanokoji developed the Steel Angel - an artificial humanoid with superhuman physical abilities. While the Imperial Army wanted to use the Steel Angel as a new means of modern warfare, Ayanokoji wanted his creation to be a new step in the future of mankind. Thus, he defied orders from the Army and secretly made the Steel Angel codenamed ""Kurumi"". Then one day, a young boy named Nakahito Kagura snuck into Ayanokoji's house as a dare by his friends and stumbled upon Kurumi's lifeless body. A sudden attack by the Imperial Army shook the house, causing Kurumi to fall on Nakahito. At that moment, their lips met, and Kurumi woke up from ""the kiss that started a miracle"". (Source: ANN)";TV;24;Oct 5, 1999 to Apr 4, 2000;1999;Pony Canyon;ADV Films;OLM, Production Reed;Original;15 min. per ep.;R+ - Mild Nudity;45000;3558;21063;73;865;12154;841;1178
555;Koutetsu Tenshi Kurumi 2;63;Comedy, Mecha, Romance, Sci-Fi, Shoujo Ai, Shounen;Steel Angel Kurumi 2;鋼鉄天使くるみ2式;Taking place 75 years after the first series, Steel Angel Kurumi 2 brings the Steel Angels in a new mis-adventure. High school student and aspiring cellist Nako Kagura accidentally discovers and kisses Kurumi Mk. II at her home, thus making her Kurumi's master. But things go awry as Nako's best friend Uruka gets jealous and tries anything - including her father's army of top-secret mecha - to destroy Kurumi and win back Nako. Things get more out of control when Saki Mk. II is awakened by Uruka, and Karinka Mk. II joins in to steal Nako away from Kurumi. (Source: ANN);TV;12;Apr 12, 2001 to Jun 28, 2001;2001;m.o.e., Pony Canyon;ADV Films;OLM;Original;15 min. per ep.;R+ - Mild Nudity;68990;4826;10473;8;235;6791;267;474
561;Sakura Taisen;688;Adventure, Mecha, Sci-Fi, Shounen;Sakura Wars;サクラ大戦;Sakura travels to the capital with aspirations of defending the city from the demonic forces of the Black Sanctum Council like her father before her. However, things are not as she imagined as in addition to using her great spiritual energy to pilot a mech called a Kobu, she must also perform on stage as an actor as The Imperial Flower Division's cover is an art theater. Making a fool of herself and ruining a production gets her on everyone's bad side and somehow she must learn to work with them as well as prevent the enemy from destroying several shrines which protect the city. (Source: ANN);TV;25;Apr 8, 2000 to Sep 23, 2000;2000;TBS, Sega, Imagine;ADV Films, Sentai Filmworks;Madhouse;Game;24 min. per ep.;PG-13 - Teens 13 or older;41240;3708;19448;49;1020;8002;1001;1141
563;DNA²;668;Sci-Fi, Comedy, Romance;DNA²;Ｄ・Ｎ・Ａ²　～何処かで失くしたあいつのアイツ～;"Karin, a DNA operator from the future, is on a mission to change the course of History by stopping Junta Momonari from becoming the Mega-Playboy who fathered 100 children and led to the overpopulation of the world. But Junta is no playboy; in fact he is allergic to girls. But when Karin shoots him with the wrong DNA-altering bullet, he starts sporadically becoming the Mega-Playboy capable of charming any woman. Karin must try to restore the situation to normal before the change to Mega-Playboy becomes irreversible. (Source: ANN)";TV;12;Oct 7, 1994 to Dec 23, 1994;1994;Starchild Records, Movic, Nippon Television Network;Central Park Media, Discotek Media;Madhouse, Studio Deen;Manga;23 min. per ep.;PG-13 - Teens 13 or older;50080;2688;36148;93;1191;23067;1102;1560
567;The Big O;753;Action, Sci-Fi, Mystery, Psychological, Mecha;The Big O;THEビッグオー;Paradigm City, a city of amnesia and a place of belonging. It remains populated by forgotten pasts and the ruins of their labors due to a calamity 40 years ago. Shrouded in a fog-like mystery, it is up to people like Roger Smith to shine a light through the mist. Acting as a professional negotiator and suave agent, Roger is a self-tailored ladies man whose only love is for funeral black. However, as he gets deeply involved with his clients, what often starts as a simple negotiation evolves into Roger saving Paradigm from crime and peril. In the process, Roger stumbles even deeper into the untold folds of the city. As a rule, things are hardly ever as they appear. Serving as gray knight in a gray world, Roger is not without allies. By his side are Norman, a loyal and widely skilled butler, and Dorothy, a human-like android with deadpan snark. Together with the relic Big O, a jet-black mecha of gargantuan size and weight, they help Roger serve iron justice to Paradigm's lurking villains as he discovers the truth about 40 years ago.;TV;26;Oct 13, 1999 to Mar 27, 2003;1999;Bandai Visual;Bandai Entertainment, Sentai Filmworks;Sunrise;Original;24 min. per ep.;PG-13 - Teens 13 or older;14960;1738;75574;816;3433;38174;4161;3112
569;Musekinin Kanchou Tylor;787;Military, Sci-Fi, Space, Comedy, Parody;The Irresponsible Captain Tylor;無責任艦長タイラー;Justy Ueki Tylor is an average 20-year-old man: lazy, greedy, and a passionate womanizer. He plans to land an easy job with the United Planets Space Force that pays decently and is also far away from the rigorous combat raging throughout the galaxy. However, Tylor's dreams of living a simple life are brought to a sudden halt when he stumbles into a dangerous hostage situation. Through one strange mishap after another, Tylor miraculously manages to save the hostages and is awarded command of the decrepit space-cruiser Soyokaze! Now Tylor finds himself in charge of sending mad mercenaries, proud pilots, skeptical colleagues, and harsh commanders through the infinite expanse of the universe, all the while avoiding the looming threat of the Holy Raalgon Empire. What misadventures await the irresponsible Captain Tylor?;TV;26;Jan 25, 1993 to Jul 19, 1993;1993;VAP, Big West, King Records, Media Rings, TV Setouchi;Nozomi Entertainment;Tatsunoko Production;Light novel;23 min. per ep.;PG-13 - Teens 13 or older;7200;2609;38239;475;2101;15038;1698;1229
573;Saber Marionette J;735;Action, Adventure, Comedy, Drama, Harem, Martial Arts, Mecha, Romance, Sci-Fi, Shounen;Saber Marionette J;セイバーマリオネットJ;"In the distant future, since the Earth has become overpopulated, efforts to find and colonize on other planets have begun. However, one of the ships, the ""Mesopotamia"" malfunctions and all but 6 of its inhabitants are all killed. the remaining 6 manage to escape to a nearby planet named ""Terra ll "", which is similar to Earth in many respects. However, all of them are male. Therefore, as to not let their efforts go to waste, they begin to set up 6 countries and to reproduce through cloning and genetic engineering. however, there are still no women, and to make up for it they create lifelike advanced female androids called ""Marionettes"" which do everyday chores and work. However, they are all emotionless machines. But one day, a ordinary boy named Otaru finds and awakens 3 special battle type Marionettes that have emotions due to a ""Maiden Circuit"" within them. It's up to him then to teach them and allow their emotions to grow, and when a nearby country threatens with world domination, it's up to to Otaru and his ""human"" Marionettes to protect their country.";TV;25;Oct 1, 1996 to Mar 25, 1997;1996;TV Tokyo, Bandai Visual, Hal Film Maker, Sotsu;Bandai Entertainment;Studio Junio;Original;25 min. per ep.;PG-13 - Teens 13 or older;21000;3192;26429;186;1087;15997;1121;1164
577;Kagi Hime Monogatari: Eikyuu Alice Rondo;621;Fantasy, Magic;Eternal Alice;鍵姫物語 永久アリス輪舞曲;"verage high school student Aruto Kirihara is obsessed with the Alice stories, written in this alternate world by the enigmatic recluse, Alternite L. Tachyon. One night, while writing his own version of a potential ""third book,"" he sees a girl flying in front of a full moon... and she looks just like the ""Alice"" in his imagination. Aruto runs out of his house and chases the flying figure from the ground, ending up at a library, where he witnesses her in combat with another costumed girl. And so begins his sudden introduction to the world of Alices, an elite club of super-powered teenage girls who regularly fight in an extra-dimensional Wonderland in order to steal each other's ""hidden stories."" When all of the stories have been gathered, they will form the legendary third volume, ""Eternal Alice,"" and the possessor will be granted one wish. It probably won't be Aruto, who can't turn into a magical girl. But it could be his doting little sister, Kiraha. Or maybe the girl of his dreams, Arisu... (Source: Discotek Media)";TV;13;Jan 4, 2006 to Mar 29, 2006;2006;Mellow Head;Discotek Media;Trinet Entertainment, Picture Magic;Manga;24 min. per ep.;PG-13 - Teens 13 or older;73030;5547;7335;20;353;2859;373;544
584;Noein: Mou Hitori no Kimi e;762;Sci-Fi, Adventure, Slice of Life, Drama;Noein:to your other self;ノエイン もうひとりの君へ;"During their last summer of elementary school, four friends decide to undertake a test of courage at their local graveyard. Before the test begins, Haruka Kaminogi makes a last effort to pull Yuu Gotou away from his controlling mother. While doing so, Haruka suddenly has a strange vision of blue snow followed by the appearance of an imposing silver-haired man. Later, a similar vision occurs at the graveyard to both Haruka and her friends before they try to escape what they assume are ghosts. Unbeknownst to the children, the people who appeared before them are Dragon Soldiers: an elite military group from a dimension known as La'cryma. The soldiers have traveled to this dimension to secure the ""Dragon Torque""—an entity they believe to be their last hope for survival. However, both the Dragon Soldiers and Haruka are shocked to learn that the Dragon Torque is Haruka herself. She attempts to escape from the Dragon Soldiers as she finds her own last ray of hope—the strange silver-haired man who claims to be another version of Yuu himself.";TV;24;Oct 12, 2005 to Mar 29, 2006;2005;Lantis, Media Factory, Rikuentai, Toshiba Entertainment, Bandai Channel;Funimation, Manga Entertainment;Satelight;Original;25 min. per ep.;PG-13 - Teens 13 or older;12230;1688;78451;746;3480;31440;4018;3188
587;Hanbun no Tsuki ga Noboru Sora;752;Comedy, Drama, Romance;Looking Up At The Half-Moon;半分の月がのぼる空;fter contracting hepatitis A, Ezaki Yuuichi has been confined to a hospital, away from his friends and family, much to his displeasure. To relieve his boredom, he has taken to sneaking out of the hospital, usually putting himself on the receiving end of a beating from his nurse. Upon meeting a girl his age also staying in the hospital, he is immediately captivated by her beauty. Akiba Rika's personality is not quite as captivating as her beauty however. In fact, she is rather selfish, moody, and bossy. But as the two spend more time with each other, they become closer, sharing the ordinary joys and trials of a budding teenage romance, even when darkened with impending tragedy—for Rika's condition does not leave her much longer to live.;TV;6;Jan 13, 2006 to Feb 24, 2006;2006;Pony Canyon, Dream Force;Nozomi Entertainment, Crimson Star Media;Group TAC;Light novel;24 min. per ep.;PG-13 - Teens 13 or older;15160;1561;87853;476;2243;55246;1620;1375
590;Kage kara Mamoru!;662;Comedy, Romance, Shounen;Guardian Ninja Mamoru;陰からマモル！;Kagemori Mamoru is a dowdy boy whose hair is disheveled and who wears thick glasses, but he is actually the son of a ninja family. They have protected their neighbors, the Konnyaku family, secretly for 400 years. Mamoru has personally protected their daughter, Konnyaku Yuuna, since they were in kindergarten. When Yuuna is in trouble, Mamoru puts on ninja suit and turns into a competent ninja to help her.;TV;12;Jan 8, 2006 to Mar 26, 2006;2006;Aniplex, Studio Tulip, Tohokushinsha Film Corporation;Sentai Filmworks;Group TAC;Light novel;24 min. per ep.;PG-13 - Teens 13 or older;52930;3404;23147;26;911;14549;666;920
593;Mugen no Ryvius;748;Drama, Mecha, Military, Psychological, Sci-Fi, Space;Infinite Ryvius;無限のリヴァイアス;The year is AD 2225. Kouji Aiba and Aoi Housen are serving as astronauts in-training in Liebe Delta which is located on the edge of the Geduld Sea. When saboteurs with unknown intents suddenly strike during a routine dive procedure, the space station plummets into the Geduld, a plasma field that links all the planets like a nervous system and crushes any ship that strays too far into it. With all the adults onboard killed, the young astronauts will have to survive this long journey home in midst of the growing tension amongst each other. Meanwhile the organizers of the sabotage look on and prepare to attack once more.;TV;26;Oct 6, 1999 to Mar 29, 2000;1999;TV Tokyo, Bandai Visual, Yomiko Advertising;Bandai Entertainment, Sentai Filmworks;Sunrise;Original;23 min. per ep.;PG-13 - Teens 13 or older;16470;2666;36580;309;1654;12388;1620;1399
603;Futari wa Precure;70;Action, Comedy, Magic, Fantasy, Shoujo;Pretty Cure;ふたりはプリキュア;"Futari wa Precure protagonists Nagisa Misumi and Honoka Yukishiro are about as different as two people can get. Nagisa is the captain of the lacrosse team, a lover of food, and a hater of homework. Honoka loves to learn, working with the science club and earning the nickname ""The Queen of Knowledge"" from her fellow classmates. Their lives are unconnected until one day, when a mysterious star shower unites them. Nagisa and Honoka meet Mipple and Mepple, two residents of the Garden of Light. Their homeland has been conquered by the evil forces of the Dark Zone who now have their sights set on the Garden of Rainbows: Earth. With powers from the Garden of Light, Nagisa becomes Cure Black and Honoka becomes Cure White. Together, they are Pretty Cure! Now Pretty Cure must locate the Prism Stones, the only power strong enough to defeat the Dark Zone and repair the damage done to the Garden of Light. Will these magical girls be able to protect their home from the evil that threatens it? Or will they be sucked into the darkness?";TV;49;Feb 1, 2004 to Jan 30, 2005;2004;Asatsu DK, Asahi Production, Asahi Broadcasting;4Kids Entertainment;Toei Animation;Original;24 min. per ep.;G - All Ages;36310;2747;34825;229;2604;17643;2589;2600
